,carat,cut,color,clarity,depth,table,x,y,z,log_carat,std_dim,clarity_num,color_num,max_dim,max_dim_classif,mean_dim,mudim_carat,mudim_carat_classif,price_predicted
1051,0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,-1.0216512475319814,0.07001381354988614,4,2,4.65,PEQUENO,4.04,11.222222222222223,>5,817.6502991682154
1052,0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,-0.941608539858445,0.06701670780151196,5,5,4.67,PEQUENO,4.08,10.461538461538462,>5,860.0263905122246
1053,0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,-1.1086626245216111,0.06920271452845334,4,3,4.44,PEQUENO,3.85,11.666666666666666,>5,696.4937166599709
1054,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,-1.1394342831883648,0.07197160859649711,7,5,4.45,PEQUENO,3.8433333333333333,12.010416666666666,>5,772.0873484363719
1055,0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,-0.916290731874155,0.06813236981324708,1,2,4.78,PEQUENO,4.163333333333334,10.408333333333335,>5,611.4829885349367
1056,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,0.0,0.0681188869625091,2,0,6.32,PEQUENO,5.513333333333333,5.513333333333333,>5,5506.903948356045
1057,0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,-1.1086626245216111,0.06204833982151219,5,4,4.4,PEQUENO,3.8533333333333335,11.676767676767676,>5,787.6030211967865
1058,1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,0.4054651081081644,0.06982474478968188,4,3,7.41,PEQUENO,6.436666666666667,4.291111111111111,PEQUENO,13212.0836289234
1059,0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,-0.21072103131565253,0.06592416505636886,4,5,5.9,PEQUENO,5.1499999999999995,6.358024691358024,>5,2680.085381558607
1060,0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,-1.1394342831883648,0.0708820223708054,6,3,4.44,PEQUENO,3.846666666666667,12.020833333333334,>5,876.1080148168356
1061,1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,0.10436001532424286,0.06600730787592782,4,4,6.61,PEQUENO,5.763333333333333,5.192192192192191,>5,5912.49968152282
1062,0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,-0.6931471805599453,0.07123702843601236,3,4,5.19,PEQUENO,4.5,9.0,>5,1335.7889076056397
1063,0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,-1.1086626245216111,0.06612285463211216,4,5,4.4,PEQUENO,3.85,11.666666666666666,>5,596.6509766427594
1064,0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,-1.3093333199837622,0.059433679350533515,4,1,4.02,PEQUENO,3.5566666666666666,13.172839506172838,>5,497.5142985492346
1065,1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,0.5306282510621704,0.06979563241296402,0,4,7.7,PEQUENO,6.676666666666667,3.927450980392157,PEQUENO,6943.156132536836
1066,0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,-0.916290731874155,0.07095181727035749,2,1,4.76,PEQUENO,4.12,10.299999999999999,>5,725.3239926243892
1067,1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,0.412109650826833,0.06620605612554653,1,1,7.31,PEQUENO,6.396666666666666,4.2362030905077255,PEQUENO,9385.526138744073
1068,0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,-1.2039728043259361,0.06867458791592196,3,1,4.32,PEQUENO,3.753333333333334,12.511111111111113,>5,656.7870238618004
1069,0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,-0.4462871026284195,0.06491880728604991,2,0,5.52,PEQUENO,4.829999999999999,7.546874999999998,>5,2046.8421902386522
1070,0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,-0.10536051565782628,0.06695090885092353,2,2,6.18,PEQUENO,5.33,5.9222222222222225,>5,3977.467795942695
1071,1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,0.0,0.07207731522693268,1,4,6.48,PEQUENO,5.603333333333334,5.603333333333334,>5,4134.44434901425
1072,1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,0.009950330853168092,0.07294577877484368,3,0,6.52,PEQUENO,5.633333333333333,5.577557755775577,>5,7427.487123662932
1073,0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,-0.8915981192837836,0.06659973090831552,2,1,4.76,PEQUENO,4.153333333333333,10.130081300813009,>5,745.9538279897297
1074,1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,0.0,0.05553040125551073,3,2,6.1,PEQUENO,5.3999999999999995,5.3999999999999995,>5,5576.746734263331
1075,0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,-1.171182981502945,0.06948490664867418,2,3,4.38,PEQUENO,3.7999999999999994,12.25806451612903,>5,482.5274553815816
1076,1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,0.02955880224154443,0.06868622568831217,1,0,6.45,PEQUENO,5.616666666666667,5.453074433656958,>5,4636.199747725843
1077,1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,0.02955880224154443,0.06855282446217031,2,4,6.49,PEQUENO,5.640000000000001,5.475728155339806,>5,4530.46065130657
1078,0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,-0.09431067947124129,0.0688666656807624,5,3,6.24,PEQUENO,5.41,5.945054945054945,>5,5160.297237393631
1079,0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,-1.171182981502945,0.07263098882207539,6,1,4.49,PEQUENO,3.8733333333333335,12.49462365591398,>5,793.6440726921616
1080,0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,-0.2231435513142097,0.06647440432751972,2,1,5.89,PEQUENO,5.153333333333333,6.441666666666666,>5,3169.6893881397
1081,1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,0.01980262729617973,0.06697199773620742,2,0,6.39,PEQUENO,5.573333333333333,5.4640522875816995,>5,5647.349904746491
1082,1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,0.0,0.06731055990322174,4,3,6.45,PEQUENO,5.626666666666666,5.626666666666666,>5,6844.95085112777
1083,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,-1.0788096613719298,0.06678343627503606,2,0,4.48,PEQUENO,3.9066666666666676,11.490196078431374,>5,727.1223909780507
1084,1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,0.0,0.06767136695451952,3,3,6.42,PEQUENO,5.596666666666667,5.596666666666667,>5,6128.762674690337
1085,0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,-0.31471074483970024,0.0689426803246508,3,3,5.81,PEQUENO,5.06,6.931506849315068,>5,3097.9776435407907
1086,0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,-1.0788096613719298,0.06571557490401285,2,1,4.47,PEQUENO,3.91,11.5,>5,590.9337992301334
1087,1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,0.0,0.06674007284092269,2,6,6.37,PEQUENO,5.536666666666666,5.536666666666666,>5,3684.0419867582473
1088,0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,-0.616186139423817,0.06887102967554673,4,3,5.24,PEQUENO,4.5633333333333335,8.450617283950617,>5,1799.8315205402541
1089,1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,0.01980262729617973,0.0707837721397797,1,2,6.55,PEQUENO,5.6433333333333335,5.532679738562091,>5,4043.954677376584
1090,0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,-0.2231435513142097,0.06728354321901328,5,3,5.98,PEQUENO,5.22,6.5249999999999995,>5,4229.010595724049
1091,0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,-1.171182981502945,0.07045359829521938,2,4,4.39,PEQUENO,3.793333333333333,12.236559139784946,>5,449.9280615408431
1092,2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,0.6931471805599453,0.06916111909393524,1,0,8.2,>8,7.103333333333333,3.5516666666666663,PEQUENO,15926.025529247807
1093,1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,0.4054651081081644,0.06950405851880348,5,6,7.31,PEQUENO,6.353333333333333,4.235555555555555,PEQUENO,8703.045901108408
1094,1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,0.19885085874516517,0.06727409174327402,1,5,6.8,PEQUENO,5.933333333333333,4.863387978142076,PEQUENO,4747.594601387469
1095,0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,-0.3285040669720361,0.06869627707107885,3,5,5.76,PEQUENO,5.010000000000001,6.958333333333335,>5,2300.989504712691
1096,0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,-1.2039728043259361,0.06570344868690227,1,3,4.28,PEQUENO,3.7433333333333336,12.47777777777778,>5,471.12935481704216
1097,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,-0.616186139423817,0.07202586666393192,3,1,5.32,PEQUENO,4.593333333333333,8.50617283950617,>5,1651.8655422008005
1098,1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,0.01980262729617973,0.06777116111489263,2,2,6.46,PEQUENO,5.613333333333333,5.503267973856209,>5,5233.888572736545
1099,1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,0.009950330853168092,0.0661775645144717,3,2,6.39,PEQUENO,5.56,5.5049504950495045,>5,5644.940237497332
1100,0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,-1.2039728043259361,0.07061050914378043,7,3,4.36,PEQUENO,3.783333333333333,12.61111111111111,>5,865.9925402073652
1101,1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,0.17395330712343798,0.06919092800078006,1,5,6.87,PEQUENO,5.973333333333333,5.019607843137255,>5,4552.5098412461
1102,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,0.412109650826833,0.06512899359854418,1,5,7.27,PEQUENO,6.37,4.218543046357616,PEQUENO,7636.3996016569945
1103,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,0.01980262729617973,0.0780200143005567,0,3,6.64,PEQUENO,5.68,5.568627450980392,>5,2671.667469388441
1104,3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,1.169381359556317,0.06712283527936637,0,5,9.49,>8,8.276666666666666,2.5703933747412004,PEQUENO,14092.804894729601
1105,0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,-0.8915981192837836,0.06659973090831552,2,1,4.76,PEQUENO,4.153333333333333,10.130081300813009,>5,969.1811843085362
1106,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,-0.6539264674066639,0.06771426936105432,1,0,5.15,PEQUENO,4.46,8.576923076923077,>5,1301.7737904977073
1107,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,0.41871033485818504,0.07101187113824185,2,0,7.39,PEQUENO,6.366666666666666,4.18859649122807,PEQUENO,11476.202899607433
1108,0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,-1.0216512475319814,0.0684645905806306,6,4,4.61,PEQUENO,4.016666666666667,11.157407407407408,>5,776.7071564263537
1109,0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,-0.6733445532637656,0.06689128803053766,2,0,5.08,PEQUENO,4.44,8.705882352941178,>5,1495.2296084340987
1110,0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,-0.6348782724359695,0.0668781391012452,3,6,5.18,PEQUENO,4.523333333333333,8.534591194968554,>5,1042.0011197398887
1111,1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,0.009950330853168092,0.0698237223715942,1,2,6.48,PEQUENO,5.626666666666668,5.570957095709572,>5,4088.2472077421726
1112,0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,-0.35667494393873245,0.06417999522065788,0,2,5.65,PEQUENO,4.916666666666667,7.023809523809525,>5,1120.0059154413996
1113,0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,-1.0788096613719298,0.07004410186434126,3,4,4.53,PEQUENO,3.9266666666666663,11.549019607843135,>5,566.1910598554957
1114,1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,0.03922071315328133,0.06795608895017223,3,3,6.49,PEQUENO,5.633333333333333,5.416666666666666,>5,6270.459011320897
1115,0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,-0.941608539858445,0.0722712233542221,3,1,4.76,PEQUENO,4.11,10.538461538461538,>5,1028.936210741931
1116,1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,0.009950330853168092,0.0689316797408017,4,2,6.43,PEQUENO,5.596666666666667,5.541254125412541,>5,7498.891669678204
1117,0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,-1.2039728043259361,0.06710777812676152,6,2,4.29,PEQUENO,3.746666666666666,12.488888888888887,>5,778.3755401390549
1118,1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,0.5364933705145685,0.06626617080003384,4,3,7.65,PEQUENO,6.676666666666667,3.9044834307992202,PEQUENO,14899.00943265431
1119,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,0.09531017980432493,0.06972135892258115,3,4,6.68,PEQUENO,5.793333333333334,5.266666666666667,>5,5545.133692511556
1120,1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,0.13976194237515863,0.0672036290993523,1,4,6.74,PEQUENO,5.86,5.095652173913044,>5,4691.779645179299
1121,0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,-1.1394342831883648,0.06871341770433739,4,4,4.42,PEQUENO,3.8533333333333335,12.041666666666666,>5,655.5799667680594
1122,2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,0.6981347220709843,0.07273605966470256,1,3,8.15,>8,7.013333333333333,3.4892205638474296,PEQUENO,15238.550453535
1123,0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,-1.4271163556401458,0.06942128134704958,6,3,4.02,PEQUENO,3.486666666666667,14.527777777777779,>5,456.83407452567604
1124,0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,-0.8915981192837836,0.06656952923239146,1,1,4.77,PEQUENO,4.166666666666667,10.162601626016261,>5,675.4261850037399
1125,0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,-1.2729656758128873,0.07124777287835668,6,0,4.25,PEQUENO,3.6833333333333336,13.154761904761905,>5,648.8286772536412
1126,0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,-1.171182981502945,0.07067037244492447,2,0,4.39,PEQUENO,3.813333333333333,12.301075268817204,>5,710.3242757497057
1127,0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,-0.7985076962177716,0.07923437005442976,3,2,5.14,PEQUENO,4.383333333333333,9.740740740740739,>5,995.5873035927644
1128,0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,-0.8209805520698302,0.07112353821347159,4,1,4.91,PEQUENO,4.253333333333333,9.666666666666666,>5,1132.1438018056047
1129,0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,-0.9942522733438669,0.06980913035007845,6,2,4.68,PEQUENO,4.0633333333333335,10.981981981981983,>5,1130.2015888863548
1130,0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,-0.10536051565782628,0.06747626263177803,3,3,6.17,PEQUENO,5.38,5.977777777777778,>5,4389.746258347652
1131,0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,-0.6348782724359695,0.06786746126311187,1,2,5.22,PEQUENO,4.55,8.584905660377357,>5,1103.6156199199625
1132,0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,-0.616186139423817,0.07499393256892133,7,5,5.35,PEQUENO,4.59,8.5,>5,1833.9754929851051
1133,1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,0.0,0.07465931196053889,3,1,6.53,PEQUENO,5.62,5.62,>5,6443.176968670357
1134,0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,-1.1394342831883648,0.0699120864246433,7,2,4.46,PEQUENO,3.8666666666666667,12.083333333333334,>5,965.979328825194
1135,1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,0.20701416938432612,0.06995282549757881,1,4,6.89,PEQUENO,5.986666666666667,4.867208672086721,PEQUENO,5237.66201249272
1136,1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,0.01980262729617973,0.06668840381344192,1,1,6.43,PEQUENO,5.62,5.509803921568627,>5,4408.060167727873
1137,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,-0.579818495252942,0.07427759041554235,5,1,5.49,PEQUENO,4.7,8.392857142857142,>5,2438.9338325660265
1138,0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,-0.843970070294529,0.06795867979365305,7,4,4.87,PEQUENO,4.243333333333333,9.868217054263566,>5,1222.8174507835436
1139,0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,-0.6539264674066639,0.06822185160099999,4,3,5.17,PEQUENO,4.503333333333333,8.660256410256409,>5,1744.8833965087904
1140,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,-0.9675840262617056,0.06844533206915211,2,3,4.69,PEQUENO,4.086666666666667,10.75438596491228,>5,715.7158837873498
1141,0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,-0.10536051565782628,0.06552613723941217,6,5,6.12,PEQUENO,5.36,5.955555555555556,>5,4162.374645849599
1142,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,0.5423242908253617,0.06845730283768253,2,4,7.67,PEQUENO,6.68,3.883720930232558,PEQUENO,10661.218808645099
1143,0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,-1.171182981502945,0.06896921843717255,2,4,4.39,PEQUENO,3.8166666666666664,12.311827956989246,>5,452.3533693521021
1144,2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,0.7030975114131134,0.07046904449737437,1,2,8.2,>8,7.103333333333333,3.516501650165016,PEQUENO,17301.17590002334
1145,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,-0.579818495252942,0.07034844877264909,5,1,5.36,PEQUENO,4.6466666666666665,8.297619047619046,>5,2544.751525134571
1146,0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,-0.8675005677047231,0.06846896126167407,7,3,4.82,PEQUENO,4.2,10.0,>5,1287.1144769059367
1147,0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,-1.0788096613719298,0.06983675492132523,2,5,4.49,PEQUENO,3.893333333333334,11.450980392156865,>5,555.0558495716373
1148,0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,-0.843970070294529,0.06785492299491275,4,3,4.85,PEQUENO,4.226666666666667,9.829457364341085,>5,985.4433883086668
1149,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,0.412109650826833,0.0656553324201833,2,6,7.31,PEQUENO,6.359999999999999,4.211920529801324,PEQUENO,7054.545580514602
1150,0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,-1.1394342831883648,0.07210737568499943,3,3,4.45,PEQUENO,3.846666666666667,12.020833333333334,>5,549.1916362419875
1151,1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,0.2151113796169455,0.06839690246971372,4,3,6.95,PEQUENO,6.043333333333333,4.873655913978494,PEQUENO,8094.57286786163
1152,0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,-1.171182981502945,0.06962410453185268,4,1,4.38,PEQUENO,3.8033333333333332,12.268817204301076,>5,780.8029791531848
1153,1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,0.27763173659827955,0.06780699404640493,5,3,7.04,PEQUENO,6.12,4.636363636363636,PEQUENO,12294.468955648936
1154,1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,0.01980262729617973,0.06919170383059138,1,4,6.49,PEQUENO,5.633333333333333,5.522875816993463,>5,4333.334346519874
1155,0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,-0.35667494393873245,0.07029394023778619,3,6,5.69,PEQUENO,4.93,7.042857142857143,>5,1925.881626483263
1156,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,0.0,0.06697199773620742,4,2,6.39,PEQUENO,5.573333333333333,5.573333333333333,>5,6842.451801784372
1157,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,-0.8915981192837836,0.06956076560710385,3,3,4.78,PEQUENO,4.156666666666666,10.138211382113822,>5,919.3631275243152
1158,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,-0.6539264674066639,0.07316948742350497,2,3,5.22,PEQUENO,4.51,8.673076923076922,>5,1299.8244330105408
1159,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,-0.6733445532637656,0.07152077454845909,3,0,5.19,PEQUENO,4.493333333333333,8.810457516339868,>5,1796.2960065081256
1160,0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,-1.2039728043259361,0.06899974621028926,2,0,4.31,PEQUENO,3.7466666666666666,12.488888888888889,>5,682.5731167902175
1161,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,-0.941608539858445,0.07649621144142707,5,0,4.85,PEQUENO,4.16,10.666666666666666,>5,1067.4744467833398
1162,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,-0.9675840262617056,0.0673787922701066,7,3,4.64,PEQUENO,4.046666666666667,10.649122807017545,>5,1158.753457603861
1163,1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,0.009950330853168092,0.07615462657095004,1,2,6.56,PEQUENO,5.6433333333333335,5.587458745874588,>5,4119.463386845077
1164,1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,0.3074846997479607,0.07057214570666036,2,3,7.16,PEQUENO,6.223333333333334,4.575980392156863,PEQUENO,8528.563815828336
1165,1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,0.1906203596086497,0.07123127665007027,2,5,6.92,PEQUENO,5.989999999999999,4.950413223140496,PEQUENO,5324.860745660486
1166,0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,-1.2039728043259361,0.06807931354677363,7,2,4.3,PEQUENO,3.7399999999999998,12.466666666666667,>5,881.8053819675929
1167,0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,-0.8915981192837836,0.0679138814077512,6,0,4.77,PEQUENO,4.1433333333333335,10.10569105691057,>5,1408.9671874801363
1168,2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,0.7080357930536959,0.07410269023430519,4,6,8.36,>8,7.19,3.5418719211822665,PEQUENO,14323.23737701593
1169,0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,-1.0216512475319814,0.06734695745746506,2,0,4.57,PEQUENO,3.99,11.083333333333334,>5,810.8245752536809
1170,0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,-0.916290731874155,0.0697836472523754,2,0,4.83,PEQUENO,4.16,10.4,>5,874.6156832859074
1171,2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,0.7466879474879751,0.07069029041268715,1,0,8.28,>8,7.170000000000001,3.398104265402844,PEQUENO,16233.53858006618
1172,1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,0.058268908123975824,0.06610729378825582,2,4,6.49,PEQUENO,5.669999999999999,5.349056603773584,>5,4596.53225725097
1173,0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,-1.1086626245216111,0.06598065927497906,4,5,4.4,PEQUENO,3.8466666666666662,11.656565656565654,>5,596.2991846123759
1174,0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,-0.3285040669720361,0.06980166036660287,7,1,5.74,PEQUENO,4.986666666666666,6.925925925925926,>5,4339.614842732054
1175,1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,0.412109650826833,0.06747110569241317,2,6,7.31,PEQUENO,6.359999999999999,4.211920529801324,PEQUENO,7106.535553831203
1176,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,0.0,0.06665739286462717,3,3,6.42,PEQUENO,5.56,5.56,>5,6010.123595269994
1177,1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,0.01980262729617973,0.06668840381344192,2,2,6.43,PEQUENO,5.62,5.509803921568627,>5,5658.677724713815
1178,0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,-0.843970070294529,0.06811314403191128,1,1,4.85,PEQUENO,4.233333333333333,9.844961240310077,>5,783.0095836435188
1179,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,0.0,0.05938466359706832,0,3,6.16,PEQUENO,5.44,5.44,>5,2183.273021350705
1180,1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,0.5306282510621704,0.07556049744934891,2,5,7.79,PEQUENO,6.696666666666666,3.9392156862745096,PEQUENO,10081.665640692863
1181,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,-0.3285040669720361,0.07018395324709178,1,0,5.79,PEQUENO,5.026666666666666,6.981481481481481,>5,2513.4795028186386
1182,1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,0.19885085874516517,0.06628944161960676,2,3,6.84,PEQUENO,5.953333333333333,4.879781420765028,PEQUENO,6199.625091972741
1183,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,0.058268908123975824,0.07576573959924615,4,2,6.73,PEQUENO,5.776666666666666,5.449685534591194,>5,7239.738365613984
1184,1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,0.10436001532424286,0.07214463456519127,2,4,6.82,PEQUENO,5.863333333333333,5.2822822822822815,>5,5464.948400160621
1185,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,0.009950330853168092,0.06854038742449081,1,4,6.42,PEQUENO,5.583333333333333,5.528052805280527,>5,4117.326528182021
1186,1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,0.058268908123975824,0.07030365155620003,6,3,6.57,PEQUENO,5.7,5.377358490566038,>5,8236.989742363205
1187,1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,0.43178241642553783,0.07460562058007882,1,1,7.59,PEQUENO,6.539999999999999,4.246753246753246,PEQUENO,8801.006251455208
1188,0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,-0.579818495252942,0.07566460825154774,2,1,5.45,PEQUENO,4.683333333333334,8.363095238095237,>5,1524.4663819536365
1189,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,-1.3862943611198906,0.06510049146455806,4,2,4.04,PEQUENO,3.536666666666667,14.146666666666668,>5,496.18775331336803
1190,0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,-0.10536051565782628,0.06917216211209867,2,0,6.21,PEQUENO,5.406666666666666,6.007407407407407,>5,4833.34138675395
1191,0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,-0.579818495252942,0.06321060938195644,1,1,5.18,PEQUENO,4.55,8.124999999999998,>5,1207.5882801345904
1192,0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,-1.171182981502945,0.07083631290937016,7,2,4.45,PEQUENO,3.8599999999999994,12.451612903225804,>5,914.4081100320532
1193,0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,-0.941608539858445,0.07208672787756974,3,0,4.76,PEQUENO,4.12,10.564102564102564,>5,918.0400723067901
